PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
14569356,A 16S rDNA-based nested PCR protocol to detect Campylobacter gracilis in oral infections,"Siqueira JF Jr, Rôças Id.",Pesqui Odontol Bras. 2003 Apr-Jun;17(2):142-6. doi: 10.1590/s1517-74912003000200008. Epub 2003 Oct 10.,Siqueira JF Jr,Pesqui Odontol Bras,2003,2003/10/22,,,10.1590/s1517-74912003000200008
26929931,Metagenomic 16s rRNA investigation of microbial communities in the Black Sea estuaries in South-West of Ukraine,"Bobrova O, Kristoffersen JB, Oulas A, Ivanytsia V.",Acta Biochim Pol. 2016;63(2):315-9. doi: 10.18388/abp.2015_1145. Epub 2016 Feb 29.,Bobrova O,Acta Biochim Pol,2016,2016/03/02,,,10.18388/abp.2015_1145
22941080,"""Remake"" by high-throughput sequencing of the microbiota involved in the production of water buffalo mozzarella cheese","Ercolini D, De Filippis F, La Storia A, Iacono M.",Appl Environ Microbiol. 2012 Nov;78(22):8142-5. doi: 10.1128/AEM.02218-12. Epub 2012 Aug 31.,Ercolini D,Appl Environ Microbiol,2012,2012/09/04,PMC3485941,,10.1128/AEM.02218-12
24096421,Sequence-based analysis of the intestinal Microbiota of sows and their offspring fed genetically modified maize expressing a truncated form of Bacillus thuringiensis Cry1Ab protein (Bt Maize),"Buzoianu SG, Walsh MC, Rea MC, Quigley L, O'Sullivan O, Cotter PD, Ross RP, Gardiner GE, Lawlor PG.",Appl Environ Microbiol. 2013 Dec;79(24):7735-44. doi: 10.1128/AEM.02937-13. Epub 2013 Oct 4.,Buzoianu SG,Appl Environ Microbiol,2013,2013/10/08,PMC3837803,,10.1128/AEM.02937-13
22387300,Gut bacteria profiles of Mus musculus at the phylum and family levels are influenced by saturation of dietary fatty acids,"Liu T, Hougen H, Vollmer AC, Hiebert SM.",Anaerobe. 2012 Jun;18(3):331-7. doi: 10.1016/j.anaerobe.2012.02.004. Epub 2012 Mar 3.,Liu T,Anaerobe,2012,2012/03/06,,,10.1016/j.anaerobe.2012.02.004
19018031,Intestinal TM7 bacterial phylogenies in active inflammatory bowel disease,"Kuehbacher T, Rehman A, Lepage P, Hellmig S, Fölsch UR, Schreiber S, Ott SJ.",J Med Microbiol. 2008 Dec;57(Pt 12):1569-1576. doi: 10.1099/jmm.0.47719-0.,Kuehbacher T,J Med Microbiol,2008,2008/11/20,,,10.1099/jmm.0.47719-0
22843523,Dominance of Lactobacillus acidophilus in the facultative jejunal Lactobacillus microbiota of fistulated beagles,"Tang Y, Manninen TJ, Saris PE.",Appl Environ Microbiol. 2012 Oct;78(19):7156-9. doi: 10.1128/AEM.01975-12. Epub 2012 Jul 27.,Tang Y,Appl Environ Microbiol,2012,2012/07/31,PMC3457465,,10.1128/AEM.01975-12
27680288,Cetylpyridinium chloride mouth rinses alleviate experimental gingivitis by inhibiting dental plaque maturation,"Teng F, He T, Huang S, Bo CP, Li Z, Chang JL, Liu JQ, Charbonneau D, Xu J, Li R, Ling JQ.",Int J Oral Sci. 2016 Sep 29;8(3):182-90. doi: 10.1038/ijos.2016.18.,Teng F,Int J Oral Sci,2016,2016/09/30,PMC5113089,,10.1038/ijos.2016.18
22525666,Humic substance-mediated Fe(III) reduction by a fermenting Bacillus strain from the alkaline gut of a humus-feeding scarab beetle larva,"Hobbie SN, Li X, Basen M, Stingl U, Brune A.",Syst Appl Microbiol. 2012 Jun;35(4):226-32. doi: 10.1016/j.syapm.2012.03.003. Epub 2012 Apr 21.,Hobbie SN,Syst Appl Microbiol,2012,2012/04/25,,,10.1016/j.syapm.2012.03.003
22427865,A novel betaproteobacterial agent of gill epitheliocystis in seawater farmed Atlantic salmon (Salmo salar),"Toenshoff ER, Kvellestad A, Mitchell SO, Steinum T, Falk K, Colquhoun DJ, Horn M.",PLoS One. 2012;7(3):e32696. doi: 10.1371/journal.pone.0032696. Epub 2012 Mar 12.,Toenshoff ER,PLoS One,2012,2012/03/20,PMC3299688,,10.1371/journal.pone.0032696
22757649,A comparison of the microbiome and the metabolome of different regions of the equine hindgut,"Dougal K, Harris PA, Edwards A, Pachebat JA, Blackmore TM, Worgan HJ, Newbold CJ.",FEMS Microbiol Ecol. 2012 Dec;82(3):642-52. doi: 10.1111/j.1574-6941.2012.01441.x. Epub 2012 Jul 23.,Dougal K,FEMS Microbiol Ecol,2012,2012/07/05,,,10.1111/j.1574-6941.2012.01441.x
22826227,Factors associated with the diversification of the gut microbial communities within chimpanzees from Gombe National Park,"Degnan PH, Pusey AE, Lonsdorf EV, Goodall J, Wroblewski EE, Wilson ML, Rudicell RS, Hahn BH, Ochman H.",Proc Natl Acad Sci U S A. 2012 Aug 7;109(32):13034-9. doi: 10.1073/pnas.1110994109. Epub 2012 Jul 23.,Degnan PH,Proc Natl Acad Sci U S A,2012,2012/07/25,PMC3420156,,10.1073/pnas.1110994109
12088520,Molecular biological methods for studying the gut microbiota: the EU human gut flora project,"Blaut M, Collins MD, Welling GW, Doré J, van Loo J, de Vos W.",Br J Nutr. 2002 May;87 Suppl 2:S203-11. doi: 10.1079/BJNBJN/2002539.,Blaut M,Br J Nutr,2002,2002/06/29,,,10.1079/BJNBJN/2002539
25609652,The paratransgenic potential of Lactobacillus kunkeei in the honey bee Apis mellifera,"Rangberg A, Mathiesen G, Amdam GV, Diep DB.",Benef Microbes. 2015;6(4):513-23. doi: 10.3920/BM2014.0115. Epub 2015 Feb 12.,Rangberg A,Benef Microbes,2015,2015/01/23,,,10.3920/BM2014.0115
15546407,Development of an extensive set of 16S rDNA-targeted primers for quantification of pathogenic and indigenous bacteria in faecal samples by real-time PCR,"Rinttilä T, Kassinen A, Malinen E, Krogius L, Palva A.",J Appl Microbiol. 2004;97(6):1166-77. doi: 10.1111/j.1365-2672.2004.02409.x.,Rinttilä T,J Appl Microbiol,2004,2004/11/18,,,10.1111/j.1365-2672.2004.02409.x
23577216,"Molecular detection of Candidatus Scalindua pacifica and environmental responses of sediment anammox bacterial community in the Bohai Sea, China","Dang H, Zhou H, Zhang Z, Yu Z, Hua E, Liu X, Jiao N.",PLoS One. 2013;8(4):e61330. doi: 10.1371/journal.pone.0061330. Epub 2013 Apr 8.,Dang H,PLoS One,2013,2013/04/12,PMC3620062,,10.1371/journal.pone.0061330
21803897,Robust linuron degradation in on-farm biopurification systems exposed to sequential environmental changes,"Sniegowski K, Bers K, Ryckeboer J, Jaeken P, Spanoghe P, Springael D.",Appl Environ Microbiol. 2011 Sep;77(18):6614-21. doi: 10.1128/AEM.05108-11. Epub 2011 Jul 29.,Sniegowski K,Appl Environ Microbiol,2011,2011/08/02,PMC3187152,,10.1128/AEM.05108-11
18721686,Intraspecific genetic diversity of lactic acid bacteria from malolactic fermentation of Cencibel wines as derived from combined analysis of RAPD-PCR and PFGE patterns,"Ruiz P, Izquierdo PM, Seseña S, Palop ML.",Food Microbiol. 2008 Oct;25(7):942-8. doi: 10.1016/j.fm.2008.06.007. Epub 2008 Jun 27.,Ruiz P,Food Microbiol,2008,2008/08/30,,,10.1016/j.fm.2008.06.007
25983694,Impact of a novel protein meal on the gastrointestinal microbiota and the host transcriptome of larval zebrafish Danio rerio,"Rurangwa E, Sipkema D, Kals J, Ter Veld M, Forlenza M, Bacanu GM, Smidt H, Palstra AP.",Front Physiol. 2015 Apr 30;6:133. doi: 10.3389/fphys.2015.00133. eCollection 2015.,Rurangwa E,Front Physiol,2015,2015/05/19,PMC4415425,,10.3389/fphys.2015.00133
24188425,Microbial composition of atherosclerotic plaques,"Calandrini CA, Ribeiro AC, Gonnelli AC, Ota-Tsuzuki C, Rangel LP, Saba-Chujfi E, Mayer MP.",Oral Dis. 2014 Apr;20(3):e128-34. doi: 10.1111/odi.12205.,Calandrini CA,Oral Dis,2014,2013/11/06,,,10.1111/odi.12205
23397369,Microbiological survey of the human gastric ecosystem using culturing and pyrosequencing methods,"Delgado S, Cabrera-Rubio R, Mira A, Suárez A, Mayo B.",Microb Ecol. 2013 Apr;65(3):763-72. doi: 10.1007/s00248-013-0192-5. Epub 2013 Feb 10.,Delgado S,Microb Ecol,2013,2013/02/12,,,10.1007/s00248-013-0192-5
25688237,Evident bacterial community changes but only slight degradation when polluted with pyrene in a red soil,"Ren G, Ren W, Teng Y, Li Z.",Front Microbiol. 2015 Jan 30;6:22. doi: 10.3389/fmicb.2015.00022. eCollection 2015.,Ren G,Front Microbiol,2015,2015/02/18,PMC4311681,,10.3389/fmicb.2015.00022
23638810,Detection of sulphate-reducing bacteria in human saliva,"Heggendorn FL, Gonçalves LS, Dias EP, Silva Junior A, Galvão MM, Lutterbach MT.",Acta Odontol Scand. 2013 Nov;71(6):1458-63. doi: 10.3109/00016357.2013.770163. Epub 2013 May 3.,Heggendorn FL,Acta Odontol Scand,2013,2013/05/04,,,10.3109/00016357.2013.770163
20629890,Diversity of the predominant spoilage bacteria in water-boiled salted duck during storage,"Liu F, Wang D, Du L, Zhu Y, Xu W.",J Food Sci. 2010 Jun;75(5):M317-21. doi: 10.1111/j.1750-3841.2010.01644.x.,Liu F,J Food Sci,2010,2010/07/16,,,10.1111/j.1750-3841.2010.01644.x
24383417,Diversity and abundance of phyllosphere bacteria are linked to insect herbivory,"Humphrey PT, Nguyen TT, Villalobos MM, Whiteman NK.",Mol Ecol. 2014 Mar;23(6):1497-515. doi: 10.1111/mec.12657. Epub 2014 Mar 4.,Humphrey PT,Mol Ecol,2014,2014/01/04,,,10.1111/mec.12657
26490550,Asymmetrical response of anaerobic digestion microbiota to temperature changes,"Chapleur O, Mazeas L, Godon JJ, Bouchez T.",Appl Microbiol Biotechnol. 2016 Feb;100(3):1445-1457. doi: 10.1007/s00253-015-7046-7. Epub 2015 Oct 22.,Chapleur O,Appl Microbiol Biotechnol,2016,2015/10/23,,,10.1007/s00253-015-7046-7
26834834,Metagenomic analysis of microbial consortia enriched from compost: new insights into the role of Actinobacteria in lignocellulose decomposition,"Wang C, Dong D, Wang H, Müller K, Qin Y, Wang H, Wu W.",Biotechnol Biofuels. 2016 Jan 29;9:22. doi: 10.1186/s13068-016-0440-2. eCollection 2016.,Wang C,Biotechnol Biofuels,2016,2016/02/03,PMC4731972,,10.1186/s13068-016-0440-2
19617877,Manipulation of the microbiota of mass-reared Mediterranean fruit flies Ceratitis capitata (Diptera: Tephritidae) improves sterile male sexual performance,"Ben Ami E, Yuval B, Jurkevitch E.",ISME J. 2010 Jan;4(1):28-37. doi: 10.1038/ismej.2009.82. Epub 2009 Jul 16.,Ben Ami E,ISME J,2010,2009/07/21,,,10.1038/ismej.2009.82
22701672,Metagenomics of the Svalbard reindeer rumen microbiome reveals abundance of polysaccharide utilization loci,"Pope PB, Mackenzie AK, Gregor I, Smith W, Sundset MA, McHardy AC, Morrison M, Eijsink VG.",PLoS One. 2012;7(6):e38571. doi: 10.1371/journal.pone.0038571. Epub 2012 Jun 6.,Pope PB,PLoS One,2012,2012/06/16,PMC3368933,,10.1371/journal.pone.0038571
23757136,Bacterial assemblages shifts from healthy to yellow band disease states in the dominant reef coral Montastraea faveolata,"Cróquer A, Bastidas C, Elliott A, Sweet M.",Environ Microbiol Rep. 2013 Feb;5(1):90-6. doi: 10.1111/j.1758-2229.2012.00397.x. Epub 2012 Oct 12.,Cróquer A,Environ Microbiol Rep,2013,2013/06/13,,,10.1111/j.1758-2229.2012.00397.x
22012018,True microbiota involved in chronic lung infection of cystic fibrosis patients found by culturing and 16S rRNA gene analysis,"Rudkjøbing VB, Thomsen TR, Alhede M, Kragh KN, Nielsen PH, Johansen UR, Givskov M, Høiby N, Bjarnsholt T.",J Clin Microbiol. 2011 Dec;49(12):4352-5. doi: 10.1128/JCM.06092-11. Epub 2011 Oct 19.,Rudkjøbing VB,J Clin Microbiol,2011,2011/10/21,PMC3233003,,10.1128/JCM.06092-11
10788414,Quantification of bacterial groups within human fecal flora by oligonucleotide probe hybridization,"Sghir A, Gramet G, Suau A, Rochet V, Pochart P, Dore J.",Appl Environ Microbiol. 2000 May;66(5):2263-6. doi: 10.1128/aem.66.5.2263-2266.2000.,Sghir A,Appl Environ Microbiol,2000,2000/05/02,PMC101487,,10.1128/aem.66.5.2263-2266.2000
26275394,Crohn associated microbial communities associated to colonic mucosal biopsies in patients of the western Mediterranean,"Vidal R, Ginard D, Khorrami S, Mora-Ruiz M, Munoz R, Hermoso M, Díaz S, Cifuentes A, Orfila A, Rosselló-Móra R.",Syst Appl Microbiol. 2015 Sep;38(6):442-52. doi: 10.1016/j.syapm.2015.06.008. Epub 2015 Jul 22.,Vidal R,Syst Appl Microbiol,2015,2015/08/16,,,10.1016/j.syapm.2015.06.008
20850664,Apical root canal microbiota as determined by reverse-capture checkerboard analysis of cryogenically ground root samples from teeth with apical periodontitis,"Rôças IN, Alves FR, Santos AL, Rosado AS, Siqueira JF Jr.",J Endod. 2010 Oct;36(10):1617-21. doi: 10.1016/j.joen.2010.07.001. Epub 2010 Aug 24.,Rôças IN,J Endod,2010,2010/09/21,,,10.1016/j.joen.2010.07.001
19772680,Comparison of gut microbiota and allergic reactions in BALB/c mice fed different cultivars of rice,"Sonoyama K, Ogasawara T, Goto H, Yoshida T, Takemura N, Fujiwara R, Watanabe J, Ito H, Morita T, Tokunaga Y, Yanagihara T.",Br J Nutr. 2010 Jan;103(2):218-26. doi: 10.1017/S0007114509991589. Epub 2009 Sep 22.,Sonoyama K,Br J Nutr,2010,2009/09/24,,,10.1017/S0007114509991589
20445780,Molecular microbial analysis of lactobacillus strains isolated from the gut of calves for potential probiotic use,"Soto LP, Frizzo LS, Bertozzi E, Avataneo E, Sequeira GJ, Rosmini MR.",Vet Med Int. 2010;2010:274987. doi: 10.4061/2010/274987. Epub 2009 Sep 1.,Soto LP,Vet Med Int,2010,2010/05/07,PMC2860582,,10.4061/2010/274987
19703328,The effect of age and non-steroidal anti-inflammatory drugs on human intestinal microbiota composition,"Mäkivuokko H, Tiihonen K, Tynkkynen S, Paulin L, Rautonen N.",Br J Nutr. 2010 Jan;103(2):227-34. doi: 10.1017/S0007114509991553. Epub 2009 Aug 25.,Mäkivuokko H,Br J Nutr,2010,2009/08/26,,,10.1017/S0007114509991553
23443006,Unexpected diversity during community succession in the apple flower microbiome,"Shade A, McManus PS, Handelsman J.",mBio. 2013 Feb 26;4(2):e00602-12. doi: 10.1128/mBio.00602-12.,Shade A,mBio,2013,2013/02/28,PMC3585449,,10.1128/mBio.00602-12
22417294,Pyrosequencing reveals unique microbial signatures associated with healthy and failing dental implants,"Kumar PS, Mason MR, Brooker MR, O'Brien K.",J Clin Periodontol. 2012 May;39(5):425-33. doi: 10.1111/j.1600-051X.2012.01856.x. Epub 2012 Mar 14.,Kumar PS,J Clin Periodontol,2012,2012/03/16,PMC3323747,NIHMS349691,10.1111/j.1600-051X.2012.01856.x
26842700,Comparison of Fecal Microbiota between German Holstein Dairy Cows with and without Left-Sided Displacement of the Abomasum,"Song ES, Jung SI, Park HJ, Seo KW, Son JH, Hong S, Shim M, Kim HB, Song KH.",J Clin Microbiol. 2016 Apr;54(4):1140-3. doi: 10.1128/JCM.02442-15. Epub 2016 Feb 3.,Song ES,J Clin Microbiol,2016,2016/02/05,PMC4809948,,10.1128/JCM.02442-15
22842102,Addition of maize stalks and soybean oil to a historically PCB-contaminated soil: effect on degradation performance and indigenous microbiota,"Federici E, Giubilei MA, Covino S, Zanaroli G, Fava F, D'Annibale A, Petruccioli M.",N Biotechnol. 2012 Nov 15;30(1):69-79. doi: 10.1016/j.nbt.2012.07.007. Epub 2012 Jul 25.,Federici E,N Biotechnol,2012,2012/07/31,,,10.1016/j.nbt.2012.07.007
21286703,Intestinal microbiota was assessed in cirrhotic patients with hepatitis B virus infection. Intestinal microbiota of HBV cirrhotic patients,"Lu H, Wu Z, Xu W, Yang J, Chen Y, Li L.",Microb Ecol. 2011 Apr;61(3):693-703. doi: 10.1007/s00248-010-9801-8. Epub 2011 Feb 1.,Lu H,Microb Ecol,2011,2011/02/03,,,10.1007/s00248-010-9801-8
19852608,Microbiologic changes in subgingival plaque after removal of fixed orthodontic appliances,"Choi DS, Cha BK, Jost-Brinkmann PG, Lee SY, Chang BS, Jang I, Song JS.",Angle Orthod. 2009 Nov;79(6):1149-55. doi: 10.2319/111808-593R.1.,Choi DS,Angle Orthod,2009,2009/10/27,,,10.2319/111808-593R.1
22093413,Pyrosequencing of 16S rRNA gene amplicons to study the microbiota in the gastrointestinal tract of carp (Cyprinus carpio L.),"van Kessel MA, Dutilh BE, Neveling K, Kwint MP, Veltman JA, Flik G, Jetten MS, Klaren PH, Op den Camp HJ.",AMB Express. 2011 Nov 18;1:41. doi: 10.1186/2191-0855-1-41.,van Kessel MA,AMB Express,2011,2011/11/19,PMC3226434,,10.1186/2191-0855-1-41
22754363,"Low diversity bacterial community and the trapping activity of metabolites from cultivable bacteria species in the female reproductive system of the Oriental fruit fly, Bactrocera dorsalis Hendel (Diptera: Tephritidae)","Shi Z, Wang L, Zhang H.",Int J Mol Sci. 2012;13(5):6266-78. doi: 10.3390/ijms13056266. Epub 2012 May 21.,Shi Z,Int J Mol Sci,2012,2012/07/04,PMC3382823,,10.3390/ijms13056266
20831596,Effect of protease inhibitors on the quantitative and qualitative assessment of oral microorganisms,"Liu G, Saxena D, Deng H, Norman RG, Chen Z, Abrams WR, Malamud D, Li Y.",FEMS Microbiol Lett. 2010 Nov;312(1):63-70. doi: 10.1111/j.1574-6968.2010.02100.x. Epub 2010 Sep 10.,Liu G,FEMS Microbiol Lett,2010,2010/09/14,PMC3018767,NIHMS229846,10.1111/j.1574-6968.2010.02100.x
18385433,Bacterial profiles of root caries in elderly patients,"Preza D, Olsen I, Aas JA, Willumsen T, Grinde B, Paster BJ.",J Clin Microbiol. 2008 Jun;46(6):2015-21. doi: 10.1128/JCM.02411-07. Epub 2008 Apr 2.,Preza D,J Clin Microbiol,2008,2008/04/04,PMC2446847,,10.1128/JCM.02411-07
25018784,Characterization of bacterial community shift in human Ulcerative Colitis patients revealed by Illumina based 16S rRNA gene amplicon sequencing,"Walujkar SA, Dhotre DP, Marathe NP, Lawate PS, Bharadwaj RS, Shouche YS.",Gut Pathog. 2014 Jun 14;6:22. doi: 10.1186/1757-4749-6-22. eCollection 2014.,Walujkar SA,Gut Pathog,2014,2014/07/15,PMC4094692,,10.1186/1757-4749-6-22
27643794,Effects of Elevated Tropospheric Ozone Concentration on the Bacterial Community in the Phyllosphere and Rhizoplane of Rice,"Ueda Y, Frindte K, Knief C, Ashrafuzzaman M, Frei M.",PLoS One. 2016 Sep 19;11(9):e0163178. doi: 10.1371/journal.pone.0163178. eCollection 2016.,Ueda Y,PLoS One,2016,2016/09/20,PMC5028031,,10.1371/journal.pone.0163178
27487953,Molecular Microbiological Profile of Chronic Suppurative Otitis Media,"Neeff M, Biswas K, Hoggard M, Taylor MW, Douglas R.",J Clin Microbiol. 2016 Oct;54(10):2538-46. doi: 10.1128/JCM.01068-16. Epub 2016 Aug 3.,Neeff M,J Clin Microbiol,2016,2016/08/05,PMC5035421,,10.1128/JCM.01068-16
22083250,Bacterial diversity in the cecum of the world's largest living rodent (Hydrochoerus hydrochaeris),"García-Amado MA, Godoy-Vitorino F, Piceno YM, Tom LM, Andersen GL, Herrera EA, Domínguez-Bello MG.",Microb Ecol. 2012 May;63(4):719-25. doi: 10.1007/s00248-011-9963-z. Epub 2011 Nov 15.,García-Amado MA,Microb Ecol,2012,2011/11/16,,,10.1007/s00248-011-9963-z
20713427,Family relationship of female breeders reduce the systematic inter-individual variation in the gut microbiota of inbred laboratory mice,"Hufeldt MR, Nielsen DS, Vogensen FK, Midtvedt T, Hansen AK.",Lab Anim. 2010 Oct;44(4):283-9. doi: 10.1258/la.2010.010058. Epub 2010 Aug 16.,Hufeldt MR,Lab Anim,2010,2010/08/18,,,10.1258/la.2010.010058
25238818,Dietary xylo-oligosaccharide stimulates intestinal bifidobacteria and lactobacilli but has limited effect on intestinal integrity in rats,"Christensen EG, Licht TR, Leser TD, Bahl MI.",BMC Res Notes. 2014 Sep 19;7:660. doi: 10.1186/1756-0500-7-660.,Christensen EG,BMC Res Notes,2014,2014/09/21,PMC4179812,,10.1186/1756-0500-7-660
23170232,Abundance and short-term temporal variability of fecal microbiota in healthy dogs,"Garcia-Mazcorro JF, Dowd SE, Poulsen J, Steiner JM, Suchodolski JS.",Microbiologyopen. 2012 Sep;1(3):340-7. doi: 10.1002/mbo3.36. Epub 2012 Sep 3.,Garcia-Mazcorro JF,Microbiologyopen,2012,2012/11/22,PMC3496977,,10.1002/mbo3.36
22363439,"Composition, diversity, and origin of the bacterial community in grass carp intestine","Wu S, Wang G, Angert ER, Wang W, Li W, Zou H.",PLoS One. 2012;7(2):e30440. doi: 10.1371/journal.pone.0030440. Epub 2012 Feb 20.,Wu S,PLoS One,2012,2012/02/25,PMC3282688,,10.1371/journal.pone.0030440
27822518,Improved Bacterial 16S rRNA Gene (V4 and V4-5) and Fungal Internal Transcribed Spacer Marker Gene Primers for Microbial Community Surveys,"Walters W, Hyde ER, Berg-Lyons D, Ackermann G, Humphrey G, Parada A, Gilbert JA, Jansson JK, Caporaso JG, Fuhrman JA, Apprill A, Knight R.",mSystems. 2015 Dec 22;1(1):e00009-15. doi: 10.1128/mSystems.00009-15. eCollection 2016 Jan-Feb.,Walters W,mSystems,2015,2016/11/09,PMC5069754,,10.1128/mSystems.00009-15
7704280,Molecular characterization of nocardioform actinomycetes in activated sludge by 16S rRNA analysis,"Schuppler M, Mertens F, Schön G, Göbel UB.",Microbiology. 1995 Feb;141 ( Pt 2):513-21. doi: 10.1099/13500872-141-2-513.,Schuppler M,Microbiology,1995,1995/02/01,,,10.1099/13500872-141-2-513
22912466,Capillary electrophoresis single-strand conformation polymorphism for the monitoring of gastrointestinal microbiota of chicken flocks,"Pissavin C, Burel C, Gabriel I, Beven V, Mallet S, Maurice R, Queguiner M, Lessire M, Fravalo P.",Poult Sci. 2012 Sep;91(9):2294-304. doi: 10.3382/ps.2011-01911.,Pissavin C,Poult Sci,2012,2012/08/23,,,10.3382/ps.2011-01911
19845958,Associations between dietary habits and body mass index with gut microbiota composition and fecal water genotoxicity: an observational study in African American and Caucasian American volunteers,"Mai V, McCrary QM, Sinha R, Glei M.",Nutr J. 2009 Oct 21;8:49. doi: 10.1186/1475-2891-8-49.,Mai V,Nutr J,2009,2009/10/23,PMC2773807,,10.1186/1475-2891-8-49
20802827,Comparative analyses of the bacterial microbiota of the human nostril and oropharynx,"Lemon KP, Klepac-Ceraj V, Schiffer HK, Brodie EL, Lynch SV, Kolter R.",mBio. 2010 Jun 22;1(3):e00129-10. doi: 10.1128/mBio.00129-10.,Lemon KP,mBio,2010,2010/08/31,PMC2925076,,10.1128/mBio.00129-10
25595759,Rhizosphere microbial community composition affects cadmium and zinc uptake by the metal-hyperaccumulating plant Arabidopsis halleri,"Muehe EM, Weigold P, Adaktylou IJ, Planer-Friedrich B, Kraemer U, Kappler A, Behrens S.",Appl Environ Microbiol. 2015 Mar;81(6):2173-81. doi: 10.1128/AEM.03359-14. Epub 2015 Jan 16.,Muehe EM,Appl Environ Microbiol,2015,2015/01/18,PMC4345380,,10.1128/AEM.03359-14
20123706,Transmission of diverse oral bacteria to murine placenta: evidence for the oral microbiome as a potential source of intrauterine infection,"Fardini Y, Chung P, Dumm R, Joshi N, Han YW.",Infect Immun. 2010 Apr;78(4):1789-96. doi: 10.1128/IAI.01395-09. Epub 2010 Feb 1.,Fardini Y,Infect Immun,2010,2010/02/04,PMC2849412,,10.1128/IAI.01395-09
22267340,Probiotics stimulate enterocyte migration and microbial diversity in the neonatal mouse intestine,"Preidis GA, Saulnier DM, Blutt SE, Mistretta TA, Riehle KP, Major AM, Venable SF, Finegold MJ, Petrosino JF, Conner ME, Versalovic J.",FASEB J. 2012 May;26(5):1960-9. doi: 10.1096/fj.10-177980. Epub 2012 Jan 20.,Preidis GA,FASEB J,2012,2012/01/24,PMC3336785,,10.1096/fj.10-177980
27576848,Effects of early feeding on the host rumen transcriptome and bacterial diversity in lambs,"Wang W, Li C, Li F, Wang X, Zhang X, Liu T, Nian F, Yue X, Li F, Pan X, La Y, Mo F, Wang F, Li B.",Sci Rep. 2016 Aug 31;6:32479. doi: 10.1038/srep32479.,Wang W,Sci Rep,2016,2016/09/01,PMC5006043,,10.1038/srep32479
24042000,"Volatile compounds associated with Psychrobacter spp. and Pseudoalteromonas spp., the dominant microbiota of brown shrimp (Crangon crangon) during aerobic storage","Broekaert K, Noseda B, Heyndrickx M, Vlaemynck G, Devlieghere F.",Int J Food Microbiol. 2013 Sep 16;166(3):487-93. doi: 10.1016/j.ijfoodmicro.2013.08.013. Epub 2013 Aug 24.,Broekaert K,Int J Food Microbiol,2013,2013/09/18,,,10.1016/j.ijfoodmicro.2013.08.013
23835180,Duodenal-mucosal bacteria associated with celiac disease in children,"Sánchez E, Donat E, Ribes-Koninckx C, Fernández-Murga ML, Sanz Y.",Appl Environ Microbiol. 2013 Sep;79(18):5472-9. doi: 10.1128/AEM.00869-13. Epub 2013 Jul 8.,Sánchez E,Appl Environ Microbiol,2013,2013/07/10,PMC3754165,,10.1128/AEM.00869-13
22470420,Improved detection of bifidobacteria with optimised 16S rRNA-gene based pyrosequencing,"Sim K, Cox MJ, Wopereis H, Martin R, Knol J, Li MS, Cookson WO, Moffatt MF, Kroll JS.",PLoS One. 2012;7(3):e32543. doi: 10.1371/journal.pone.0032543. Epub 2012 Mar 28.,Sim K,PLoS One,2012,2012/04/04,PMC3314643,,10.1371/journal.pone.0032543
23742097,Identification of metabolically active proteobacterial and archaeal communities in the rumen by DNA- and RNA-derived 16S rRNA gene,"Kang SH, Evans P, Morrison M, McSweeney C.",J Appl Microbiol. 2013 Sep;115(3):644-53. doi: 10.1111/jam.12270. Epub 2013 Jul 1.,Kang SH,J Appl Microbiol,2013,2013/06/08,,,10.1111/jam.12270
24402360,16S rDNA pyrosequencing analysis of bacterial community in heavy metals polluted soils,"Gołębiewski M, Deja-Sikora E, Cichosz M, Tretyn A, Wróbel B.",Microb Ecol. 2014 Apr;67(3):635-47. doi: 10.1007/s00248-013-0344-7. Epub 2014 Jan 9.,Gołębiewski M,Microb Ecol,2014,2014/01/10,PMC3962847,,10.1007/s00248-013-0344-7
22794299,Abundance and diversity of microbial inhabitants in European spacecraft-associated clean rooms,"Stieglmeier M, Rettberg P, Barczyk S, Bohmeier M, Pukall R, Wirth R, Moissl-Eichinger C.",Astrobiology. 2012 Jun;12(6):572-85. doi: 10.1089/ast.2011.0735.,Stieglmeier M,Astrobiology,2012,2012/07/17,,,10.1089/ast.2011.0735
21523207,Phylogenetic analyses and detection of viridans streptococci based on sequences and denaturing gradient gel electrophoresis of the rod shape-determining protein gene,"Konishi I, Hoshino T, Kondo Y, Saito K, Nishiguchi M, Sato K, Fujiwara T.",J Oral Microbiol. 2009 Aug 28;1. doi: 10.3402/jom.v1i0.2015.,Konishi I,J Oral Microbiol,2009,2011/04/28,PMC3077002,,10.3402/jom.v1i0.2015
26874221,Anaerobic digestion of biowaste under extreme ammonia concentration: Identification of key microbial phylotypes,"Poirier S, Desmond-Le Quéméner E, Madigou C, Bouchez T, Chapleur O.",Bioresour Technol. 2016 May;207:92-101. doi: 10.1016/j.biortech.2016.01.124. Epub 2016 Feb 5.,Poirier S,Bioresour Technol,2016,2016/02/14,,,10.1016/j.biortech.2016.01.124
23228065,"Stability of a biogas-producing bacterial, archaeal and fungal community degrading food residues","Bengelsdorf FR, Gerischer U, Langer S, Zak M, Kazda M.",FEMS Microbiol Ecol. 2013 Apr;84(1):201-12. doi: 10.1111/1574-6941.12055. Epub 2012 Dec 31.,Bengelsdorf FR,FEMS Microbiol Ecol,2013,2012/12/12,,,10.1111/1574-6941.12055
