PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"31160269","The gut microbiome and epilepsy","Dahlin M, Prast-Nielsen S.","EBioMedicine. 2019 Jun;44:741-746. doi: 10.1016/j.ebiom.2019.05.024. Epub 2019 May 31.","Dahlin M","EBioMedicine","2019","2019/06/05","PMC6604367","","10.1016/j.ebiom.2019.05.024"
"32038493","The Association of Gut Microbiota With Idiopathic Central Precocious Puberty in Girls","Dong G, Zhang J, Yang Z, Feng X, Li J, Li D, Huang M, Li Y, Qiu M, Lu X, Liu P, Zeng Y, Xu X, Luo X, Dai W, Gong S.","Front Endocrinol (Lausanne). 2020 Jan 22;10:941. doi: 10.3389/fendo.2019.00941. eCollection 2019.","Dong G","Front Endocrinol (Lausanne)","2020","2020/02/11","PMC6987398","","10.3389/fendo.2019.00941"
"30680947","Abnormal composition of gut microbiota contributes to delirium-like behaviors after abdominal surgery in mice","Zhang J, Bi JJ, Guo GJ, Yang L, Zhu B, Zhan GF, Li S, Huang NN, Hashimoto K, Yang C, Luo AL.","CNS Neurosci Ther. 2019 Jun;25(6):685-696. doi: 10.1111/cns.13103. Epub 2019 Jan 24.","Zhang J","CNS Neurosci Ther","2019","2019/01/26","PMC6515708","","10.1111/cns.13103"
"31660406","The Effect of Antiretroviral Therapy Initiation on the Vaginal Microbiome in HIV-Infected Women","Liu CM, Packman ZR, Abraham AG, Serwadda DM, Nalugoda F, Aziz M, Prodger JL, Kaul R, Kalibbala S, Gray RH, Price LB, Quinn TC, Tobian AA, Reynolds SJ.","Open Forum Infect Dis. 2019 Jul 12;6(9):ofz328. doi: 10.1093/ofid/ofz328. eCollection 2019 Sep.","Liu CM","Open Forum Infect Dis","2019","2019/10/30","PMC6798248","","10.1093/ofid/ofz328"
"30701133","Isolation of wheat bran-colonizing and metabolizing species from the human fecal microbiota","De Paepe K, Verspreet J, Rezaei MN, Hidalgo Martinez S, Meysman F, Van de Walle D, Dewettinck K, Raes J, Courtin C, Van de Wiele T.","PeerJ. 2019 Jan 25;7:e6293. doi: 10.7717/peerj.6293. eCollection 2019.","De Paepe K","PeerJ","2019","2019/02/01","PMC6348960","","10.7717/peerj.6293"
"31892229","The Timing Effects of Soy Protein Intake on Mice Gut Microbiota","Tamura K, Sasaki H, Shiga K, Miyakawa H, Shibata S.","Nutrients. 2019 Dec 27;12(1):87. doi: 10.3390/nu12010087.","Tamura K","Nutrients","2019","2020/01/02","PMC7019473","","10.3390/nu12010087"
"30013534","Effect of Early Weaning on the Intestinal Microbiota and Expression of Genes Related to Barrier Function in Lambs","Li C, Wang W, Liu T, Zhang Q, Wang G, Li F, Li F, Yue X, Li T.","Front Microbiol. 2018 Jul 2;9:1431. doi: 10.3389/fmicb.2018.01431. eCollection 2018.","Li C","Front Microbiol","2018","2018/07/18","PMC6036172","","10.3389/fmicb.2018.01431"
"32231240","Gut, oral and skin microbiome of Indian patrilineal families reveal perceptible association with age","Chaudhari DS, Dhotre DP, Agarwal DM, Gaike AH, Bhalerao D, Jadhav P, Mongad D, Lubree H, Sinkar VP, Patil UK, Salvi S, Bavdekar A, Juvekar SK, Shouche YS.","Sci Rep. 2020 Mar 30;10(1):5685. doi: 10.1038/s41598-020-62195-5.","Chaudhari DS","Sci Rep","2020","2020/04/02","PMC7105498","","10.1038/s41598-020-62195-5"
"29713790","Metagenome, metatranscriptome, and metaproteome approaches unraveled compositions and functional relationships of microbial communities residing in biogas plants","Hassa J, Maus I, Off S, Pühler A, Scherer P, Klocke M, Schlüter A.","Appl Microbiol Biotechnol. 2018 Jun;102(12):5045-5063. doi: 10.1007/s00253-018-8976-7. Epub 2018 Apr 30.","Hassa J","Appl Microbiol Biotechnol","2018","2018/05/02","PMC5959977","","10.1007/s00253-018-8976-7"
"29600046","Bronchoalveolar lavage fluid microbiota dysbiosis in infants with protracted bacterial bronchitis","Bao Y, Li Y, Qiu C, Wang W, Yang Z, Huang L, Feng X, Liu Y, Li J, Zhou Q, Wang H, Li D, Wang H, Dai W, Zheng Y.","J Thorac Dis. 2018 Jan;10(1):168-174. doi: 10.21037/jtd.2017.12.59.","Bao Y","J Thorac Dis","2018","2018/03/31","PMC5863146","","10.21037/jtd.2017.12.59"
"31663669","Preventive antibiotic treatment of calves: emergence of dysbiosis causing propagation of obese state-associated and mobile multidrug resistance-carrying bacteria","Dobrzanska DA, Lamaudière MTF, Rollason J, Acton L, Duncan M, Compton S, Simms J, Weedall GD, Morozov IY.","Microb Biotechnol. 2020 May;13(3):669-682. doi: 10.1111/1751-7915.13496. Epub 2019 Oct 30.","Dobrzanska DA","Microb Biotechnol","2020","2019/10/31","PMC7111097","","10.1111/1751-7915.13496"
"31708882","The Bacterial Communities of Little Cigars and Cigarillos Are Dynamic Over Time and Varying Storage Conditions","Smyth EM, Chattopadhyay S, Babik K, Reid M, Chopyk J, Malayil L, Kulkarni P, Hittle LE, Clark PI, Sapkota AR, Mongodin EF.","Front Microbiol. 2019 Oct 25;10:2371. doi: 10.3389/fmicb.2019.02371. eCollection 2019.","Smyth EM","Front Microbiol","2019","2019/11/12","PMC6824217","","10.3389/fmicb.2019.02371"
"31666028","Diet is not the primary driver of bacterial community structure in the gut of litter-feeding cockroaches","Lampert N, Mikaelyan A, Brune A.","BMC Microbiol. 2019 Oct 30;19(1):238. doi: 10.1186/s12866-019-1601-9.","Lampert N","BMC Microbiol","2019","2019/11/01","PMC6864750","","10.1186/s12866-019-1601-9"
"30687277","Fermentation Products of Paenibacillus bovis sp. nov. BD3526 Alleviates the Symptoms of Type 2 Diabetes Mellitus in GK Rats","Qiao Z, Han J, Feng H, Zheng H, Wu J, Gao C, Yang M, You C, Liu Z, Wu Z.","Front Microbiol. 2019 Jan 9;9:3292. doi: 10.3389/fmicb.2018.03292. eCollection 2018.","Qiao Z","Front Microbiol","2019","2019/01/29","PMC6333654","","10.3389/fmicb.2018.03292"
"31425383","Exercise Training Modulates Gut Microbiota Profile and Improves Endotoxemia","Motiani KK, Collado MC, Eskelinen JJ, Virtanen KA, Löyttyniemi E, Salminen S, Nuutila P, Kalliokoski KK, Hannukainen JC.","Med Sci Sports Exerc. 2020 Jan;52(1):94-104. doi: 10.1249/MSS.0000000000002112.","Motiani KK","Med Sci Sports Exerc","2020","2019/08/20","PMC7028471","","10.1249/MSS.0000000000002112"
"29765370","Pig Farmers' Homes Harbor More Diverse Airborne Bacterial Communities Than Pig Stables or Suburban Homes","Vestergaard DV, Holst GJ, Basinas I, Elholm G, Schlünssen V, Linneberg A, Šantl-Temkiv T, Finster K, Sigsgaard T, Marshall IPG.","Front Microbiol. 2018 May 1;9:870. doi: 10.3389/fmicb.2018.00870. eCollection 2018.","Vestergaard DV","Front Microbiol","2018","2018/05/17","PMC5938556","","10.3389/fmicb.2018.00870"
"31488533","16S rRNA Gene Amplicon Sequencing of Microbial Communities Involved in Anaerobic Bulking in a Mesophilic Expanded Granular Sludge Bed Reactor Treating Wastewater Discharged from a Japanese-Style Thickened Worcestershire Sauce-Producing Factory","Yamada T, Harada J, Okazaki Y, Yamaguchi T, Nakano A.","Microbiol Resour Announc. 2019 Sep 5;8(36):e00801-19. doi: 10.1128/MRA.00801-19.","Yamada T","Microbiol Resour Announc","2019","2019/09/07","PMC6728643","","10.1128/MRA.00801-19"
"29492333","Bacterial identification of the vaginal microbiota in Ecuadorian pregnant teenagers: an exploratory analysis","Salinas AM, Osorio VG, Endara PF, Salazar ER, Vasco GP, Vivero SG, Machado A.","PeerJ. 2018 Feb 21;6:e4317. doi: 10.7717/peerj.4317. eCollection 2018.","Salinas AM","PeerJ","2018","2018/03/02","PMC5826987","","10.7717/peerj.4317"
"31456757","Gut Microbiota as an Objective Measurement for Auxiliary Diagnosis of Insomnia Disorder","Liu B, Lin W, Chen S, Xiang T, Yang Y, Yin Y, Xu G, Liu Z, Liu L, Pan J, Xie L.","Front Microbiol. 2019 Aug 13;10:1770. doi: 10.3389/fmicb.2019.01770. eCollection 2019.","Liu B","Front Microbiol","2019","2019/08/29","PMC6701205","","10.3389/fmicb.2019.01770"
"31451747","The subgingival microbial community of feline periodontitis and gingivostomatitis: characterization and comparison between diseased and healthy cats","Rodrigues MX, Bicalho RC, Fiani N, Lima SF, Peralta S.","Sci Rep. 2019 Aug 26;9(1):12340. doi: 10.1038/s41598-019-48852-4.","Rodrigues MX","Sci Rep","2019","2019/08/28","PMC6710259","","10.1038/s41598-019-48852-4"
"31293553","A Purified Anthraquinone-Glycoside Preparation From Rhubarb Ameliorates Type 2 Diabetes Mellitus by Modulating the Gut Microbiota and Reducing Inflammation","Cui HX, Zhang LS, Luo Y, Yuan K, Huang ZY, Guo Y.","Front Microbiol. 2019 Jun 25;10:1423. doi: 10.3389/fmicb.2019.01423. eCollection 2019.","Cui HX","Front Microbiol","2019","2019/07/12","PMC6603233","","10.3389/fmicb.2019.01423"
"30013723","Characterization of oral microbiota and acetaldehyde production","Yokoyama S, Takeuchi K, Shibata Y, Kageyama S, Matsumi R, Takeshita T, Yamashita Y.","J Oral Microbiol. 2018 Jul 6;10(1):1492316. doi: 10.1080/20002297.2018.1492316. eCollection 2018.","Yokoyama S","J Oral Microbiol","2018","2018/07/18","PMC6041815","","10.1080/20002297.2018.1492316"
"31479427","Fetal exposure to the maternal microbiota in humans and mice","Younge N, McCann JR, Ballard J, Plunkett C, Akhtar S, Araújo-Pérez F, Murtha A, Brandon D, Seed PC.","JCI Insight. 2019 Oct 3;4(19):e127806. doi: 10.1172/jci.insight.127806.","Younge N","JCI Insight","2019","2019/09/04","PMC6795398","","10.1172/jci.insight.127806"
"32412900","Probiotics and dietary intervention modulate the colonic mucosa-associated microbiota in high-fat diet populations","Qian L, Huang J, Qin H.","Turk J Gastroenterol. 2020 Apr;31(4):295-304. doi: 10.5152/tjg.2020.19013.","Qian L","Turk J Gastroenterol","2020","2020/05/16","PMC7236651","","10.5152/tjg.2020.19013"
"31367035","Human placenta has no microbiome but can contain potential pathogens","de Goffau MC, Lager S, Sovio U, Gaccioli F, Cook E, Peacock SJ, Parkhill J, Charnock-Jones DS, Smith GCS.","Nature. 2019 Aug;572(7769):329-334. doi: 10.1038/s41586-019-1451-5. Epub 2019 Jul 31.","de Goffau MC","Nature","2019","2019/08/02","PMC6697540","EMS83569","10.1038/s41586-019-1451-5"
"32420145","Analysis of bacterial community using pyrosequencing in semen from patients with chronic pelvic pain syndrome: a pilot study","Choi JB, Lee SJ, Kang SR, Lee SS, Choe HS.","Transl Androl Urol. 2020 Apr;9(2):398-404. doi: 10.21037/tau.2020.02.05.","Choi JB","Transl Androl Urol","2020","2020/05/19","PMC7215052","","10.21037/tau.2020.02.05"
"32096203","Hop-derived prenylflavonoid isoxanthohumol suppresses insulin resistance by changing the intestinal microbiota and suppressing chronic inflammation in high fat diet-fed mice","Yamashita M, Fukizawa S, Nonaka Y.","Eur Rev Med Pharmacol Sci. 2020 Feb;24(3):1537-1547. doi: 10.26355/eurrev_202002_20212.","Yamashita M","Eur Rev Med Pharmacol Sci","2020","2020/02/26","","","10.26355/eurrev_202002_20212"
"31714477","Acquisition and Development of the Extremely Preterm Infant Microbiota Across Multiple Anatomical Sites","Young GR, van der Gast CJ, Smith DL, Berrington JE, Embleton ND, Lanyon C.","J Pediatr Gastroenterol Nutr. 2020 Jan;70(1):12-19. doi: 10.1097/MPG.0000000000002549.","Young GR","J Pediatr Gastroenterol Nutr","2020","2019/11/13","PMC6948794","","10.1097/MPG.0000000000002549"
"32012716","Prenatal and Peripartum Exposure to Antibiotics and Cesarean Section Delivery Are Associated with Differences in Diversity and Composition of the Infant Meconium Microbiome","Wong WSW, Sabu P, Deopujari V, Levy S, Shah AA, Clemency N, Provenzano M, Saadoon R, Munagala A, Baker R, Baveja R, Mueller NT, Dominguez-Bello MG, Huddleston K, Niederhuber JE, Hourigan SK.","Microorganisms. 2020 Jan 27;8(2):179. doi: 10.3390/microorganisms8020179.","Wong WSW","Microorganisms","2020","2020/02/05","PMC7074690","","10.3390/microorganisms8020179"
"32390990","Meal Regularity Plays a Role in Shaping the Saliva Microbiota","Viljakainen J, Raju SC, Viljakainen H, Figueiredo RAO, Roos E, Weiderpass E, Rounge TB.","Front Microbiol. 2020 Apr 24;11:757. doi: 10.3389/fmicb.2020.00757. eCollection 2020.","Viljakainen J","Front Microbiol","2020","2020/05/12","PMC7194025","","10.3389/fmicb.2020.00757"
"32256746","Fecal microbiota transplantation ameliorates active ulcerative colitis","Chen HT, Huang HL, Xu HM, Luo QL, He J, Li YQ, Zhou YL, Nie YQ, Zhou YJ.","Exp Ther Med. 2020 Apr;19(4):2650-2660. doi: 10.3892/etm.2020.8512. Epub 2020 Feb 11.","Chen HT","Exp Ther Med","2020","2020/04/08","PMC7086197","","10.3892/etm.2020.8512"
"32430405","Continental-Scale Microbiome Study Reveals Different Environmental Characteristics Determining Microbial Richness, Composition, and Quantity in Hotel Rooms","Fu X, Li Y, Yuan Q, Cai GH, Deng Y, Zhang X, Norbäck D, Sun Y.","mSystems. 2020 May 19;5(3):e00119-20. doi: 10.1128/mSystems.00119-20.","Fu X","mSystems","2020","2020/05/21","PMC7253364","","10.1128/mSystems.00119-20"
"30609942","Metagenomic, phylogenetic, and functional characterization of predominant endolithic green sulfur bacteria in the coral Isopora palifera","Yang SH, Tandon K, Lu CY, Wada N, Shih CJ, Hsiao SS, Jane WN, Lee TC, Yang CM, Liu CT, Denis V, Wu YT, Wang LT, Huang L, Lee DC, Wu YW, Yamashiro H, Tang SL.","Microbiome. 2019 Jan 4;7(1):3. doi: 10.1186/s40168-018-0616-z.","Yang SH","Microbiome","2019","2019/01/06","PMC6320609","","10.1186/s40168-018-0616-z"
"31952477","Piphillin predicts metagenomic composition and dynamics from DADA2-corrected 16S rDNA sequences","Narayan NR, Weinmaier T, Laserna-Mendieta EJ, Claesson MJ, Shanahan F, Dabbagh K, Iwai S, DeSantis TZ.","BMC Genomics. 2020 Jan 17;21(1):56. doi: 10.1186/s12864-019-6427-1.","Narayan NR","BMC Genomics","2020","2020/01/19","PMC6967091","","10.1186/s12864-019-6427-1"
"31354656","Comparing the Microbial Community in Four Stomach of Dairy Cattle, Yellow Cattle and Three Yak Herds in Qinghai-Tibetan Plateau","Xin J, Chai Z, Zhang C, Zhang Q, Zhu Y, Cao H, Zhong J, Ji Q.","Front Microbiol. 2019 Jul 10;10:1547. doi: 10.3389/fmicb.2019.01547. eCollection 2019.","Xin J","Front Microbiol","2019","2019/07/30","PMC6636666","","10.3389/fmicb.2019.01547"
"30258432","Alterations in the Urinary Microbiota Are Associated With Cesarean Delivery","Liu F, Lv L, Jiang H, Yan R, Dong S, Chen L, Wang W, Chen YQ.","Front Microbiol. 2018 Sep 12;9:2193. doi: 10.3389/fmicb.2018.02193. eCollection 2018.","Liu F","Front Microbiol","2018","2018/09/28","PMC6143726","","10.3389/fmicb.2018.02193"
"32111306","Effects of Eimeria tenella infection on the barrier damage and microbiota diversity of chicken cecum","Zhou BH, Jia LS, Wei SS, Ding HY, Yang JY, Wang HW.","Poult Sci. 2020 Mar;99(3):1297-1305. doi: 10.1016/j.psj.2019.10.073. Epub 2020 Jan 22.","Zhou BH","Poult Sci","2020","2020/03/01","","","10.1016/j.psj.2019.10.073"
"31275268","Modulation of Growth Performance and Intestinal Microbiota in Chickens Fed Plant Extracts or Virginiamycin","Zhu N, Wang J, Yu L, Zhang Q, Chen K, Liu B.","Front Microbiol. 2019 Jun 18;10:1333. doi: 10.3389/fmicb.2019.01333. eCollection 2019.","Zhu N","Front Microbiol","2019","2019/07/06","PMC6591263","","10.3389/fmicb.2019.01333"
"32296608","Synthetic dietary inulin, Fuji FF, delays development of diet-induced obesity by improving gut microbiota profiles and increasing short-chain fatty acid production","Igarashi M, Morimoto M, Suto A, Nakatani A, Hayakawa T, Hara K, Kimura I.","PeerJ. 2020 Apr 8;8:e8893. doi: 10.7717/peerj.8893. eCollection 2020.","Igarashi M","PeerJ","2020","2020/04/17","PMC7150546","","10.7717/peerj.8893"
"30488079","Effects of proton pump inhibitor on the human gut microbiome profile in multi-ethnic groups in Singapore","Koo SH, Deng J, Ang DSW, Hsiang JC, Lee LS, Aazmi S, Mohamed EHM, Yang H, Yap SY, Teh LK, Salleh MZ, Lee EJD, Ang TL.","Singapore Med J. 2019 Oct;60(10):512-521. doi: 10.11622/smedj.2018152. Epub 2018 Nov 29.","Koo SH","Singapore Med J","2019","2018/11/30","PMC6875812","","10.11622/smedj.2018152"
"30809219","Changes in Trophic Groups of Protists With Conversion of Rainforest Into Rubber and Oil Palm Plantations","Schulz G, Schneider D, Brinkmann N, Edy N, Daniel R, Polle A, Scheu S, Krashevska V.","Front Microbiol. 2019 Feb 12;10:240. doi: 10.3389/fmicb.2019.00240. eCollection 2019.","Schulz G","Front Microbiol","2019","2019/02/28","PMC6380168","","10.3389/fmicb.2019.00240"
"30519273","Aged mice display altered numbers and phenotype of basophils, and bone marrow-derived basophil activation, with a limited role for aging-associated microbiota","van Beek AA, Fransen F, Meijer B, de Vos P, Knol EF, Savelkoul HFJ.","Immun Ageing. 2018 Nov 29;15:32. doi: 10.1186/s12979-018-0135-6. eCollection 2018.","van Beek AA","Immun Ageing","2018","2018/12/07","PMC6263040","","10.1186/s12979-018-0135-6"
"32011017","Environmental exposures and child and maternal gut microbiota in rural Malawi","Kortekangas E, Kamng'ona AW, Fan YM, Cheung YB, Ashorn U, Matchado A, Poelman B, Maleta K, Dewey KG, Ashorn P.","Paediatr Perinat Epidemiol. 2020 Mar;34(2):161-170. doi: 10.1111/ppe.12623. Epub 2020 Feb 3.","Kortekangas E","Paediatr Perinat Epidemiol","2020","2020/02/04","PMC7154550","","10.1111/ppe.12623"
"30598729","Preliminary study of the oral mycobiome of children with and without dental caries","Fechney JM, Browne GV, Prabhu N, Irinyi L, Meyer W, Hughes T, Bockmann M, Townsend G, Salehi H, Adler CJ.","J Oral Microbiol. 2018 Oct 23;11(1):1536182. doi: 10.1080/20002297.2018.1536182. eCollection 2019.","Fechney JM","J Oral Microbiol","2018","2019/01/02","PMC6225480","","10.1080/20002297.2018.1536182"
"29351813","Integrated biogeography of planktonic and sedimentary bacterial communities in the Yangtze River","Liu T, Zhang AN, Wang J, Liu S, Jiang X, Dang C, Ma T, Liu S, Chen Q, Xie S, Zhang T, Ni J.","Microbiome. 2018 Jan 19;6(1):16. doi: 10.1186/s40168-017-0388-x.","Liu T","Microbiome","2018","2018/01/21","PMC5775685","","10.1186/s40168-017-0388-x"
"30116843","Urinary symptoms are associated with certain urinary microbes in urogynecologic surgical patients","Fok CS, Gao X, Lin H, Thomas-White KJ, Mueller ER, Wolfe AJ, Dong Q, Brubaker L.","Int Urogynecol J. 2018 Dec;29(12):1765-1771. doi: 10.1007/s00192-018-3732-1. Epub 2018 Aug 16.","Fok CS","Int Urogynecol J","2018","2018/08/18","PMC6830733","NIHMS1506823","10.1007/s00192-018-3732-1"
"31936703","Production, Structural Characterization, and In Vitro Assessment of the Prebiotic Potential of Butyl-Fructooligosaccharides","Kang S, You HJ, Lee YG, Jeong Y, Johnston TV, Baek NI, Ku S, Ji GE.","Int J Mol Sci. 2020 Jan 10;21(2):445. doi: 10.3390/ijms21020445.","Kang S","Int J Mol Sci","2020","2020/01/16","PMC7013684","","10.3390/ijms21020445"
"32155205","The fecal microbiota of healthy donor horses and geriatric recipients undergoing fecal microbial transplantation for the treatment of diarrhea","McKinney CA, Oliveira BCM, Bedenice D, Paradis MR, Mazan M, Sage S, Sanchez A, Widmer G.","PLoS One. 2020 Mar 10;15(3):e0230148. doi: 10.1371/journal.pone.0230148. eCollection 2020.","McKinney CA","PLoS One","2020","2020/03/11","PMC7064224","","10.1371/journal.pone.0230148"
"32010111","Gut Microbiota Are Associated With Psychological Stress-Induced Defections in Intestinal and Blood-Brain Barriers","Geng S, Yang L, Cheng F, Zhang Z, Li J, Liu W, Li Y, Chen Y, Bao Y, Chen L, Fei Z, Li X, Hou J, Lin Y, Liu Z, Zhang S, Wang H, Zhang Q, Wang H, Wang X, Zhang J.","Front Microbiol. 2020 Jan 15;10:3067. doi: 10.3389/fmicb.2019.03067. eCollection 2019.","Geng S","Front Microbiol","2020","2020/02/04","PMC6974438","","10.3389/fmicb.2019.03067"
"32270772","Stachyose modulates gut microbiota and alleviates dextran sulfate sodium-induced acute colitis in mice","He L, Zhang F, Jian Z, Sun J, Chen J, Liapao V, He Q.","Saudi J Gastroenterol. 2020 May-Jun;26(3):153-159. doi: 10.4103/sjg.SJG_580_19.","He L","Saudi J Gastroenterol","2020","2020/04/10","","","10.4103/sjg.SJG_580_19"
"31293562","Analysis of the Relationship Between the Degree of Dysbiosis in Gut Microbiota and Prognosis at Different Stages of Primary Hepatocellular Carcinoma","Ni J, Huang R, Zhou H, Xu X, Li Y, Cao P, Zhong K, Ge M, Chen X, Hou B, Yu M, Peng B, Li Q, Zhang P, Gao Y.","Front Microbiol. 2019 Jun 25;10:1458. doi: 10.3389/fmicb.2019.01458. eCollection 2019.","Ni J","Front Microbiol","2019","2019/07/12","PMC6603198","","10.3389/fmicb.2019.01458"
"30373673","A high-throughput sequencing assay to comprehensively detect and characterize unicellular eukaryotes and helminths from biological and environmental samples","Cannon MV, Bogale H, Rutt L, Humphrys M, Korpe P, Duggal P, Ravel J, Serre D.","Microbiome. 2018 Oct 29;6(1):195. doi: 10.1186/s40168-018-0581-6.","Cannon MV","Microbiome","2018","2018/10/31","PMC6206884","","10.1186/s40168-018-0581-6"
"29785352","Diversity and community structure of marine microbes around the Benham Rise underwater plateau, northeastern Philippines","Gajigan AP, Yñiguez AT, Villanoy CL, San Diego-McGlone ML, Jacinto GS, Conaco C.","PeerJ. 2018 May 16;6:e4781. doi: 10.7717/peerj.4781. eCollection 2018.","Gajigan AP","PeerJ","2018","2018/05/23","PMC5960264","","10.7717/peerj.4781"
"31171940","Genome Sequence of Kordia sp. Strain SMS9 Identified in a Non-Axenic Culture of the Diatom Skeletonema marinoi","Pinder MIM, Johansson ON, Almstedt A, Kourtchenko O, Clarke AK, Godhe A, Töpel M.","J Genomics. 2019 May 9;7:46-49. doi: 10.7150/jgen.35061. eCollection 2019.","Pinder MIM","J Genomics","2019","2019/06/08","PMC6536808","","10.7150/jgen.35061"
"31214127","Comparison of 16S rDNA Next Sequencing of Microbiome Communities From Post-scalder and Post-picker Stages in Three Different Commercial Poultry Plants Processing Three Classes of Broilers","Wages JA, Feye KM, Park SH, Kim SA, Ricke SC.","Front Microbiol. 2019 Jun 4;10:972. doi: 10.3389/fmicb.2019.00972. eCollection 2019.","Wages JA","Front Microbiol","2019","2019/06/20","PMC6558062","","10.3389/fmicb.2019.00972"
"32075882","Perinatal Antibiotic Exposure Affects the Transmission between Maternal and Neonatal Microbiota and Is Associated with Early-Onset Sepsis","Zhou P, Zhou Y, Liu B, Jin Z, Zhuang X, Dai W, Yang Z, Feng X, Zhou Q, Liu Y, Xu X, Zhang L.","mSphere. 2020 Feb 19;5(1):e00984-19. doi: 10.1128/mSphere.00984-19.","Zhou P","mSphere","2020","2020/02/21","PMC7031618","","10.1128/mSphere.00984-19"
"32256675","Polysaccharide extracted from WuGuChong reduces high-fat diet-induced obesity in mice by regulating the composition of intestinal microbiota","Wang W, Zhong M, Yu T, Chen L, Shi L, Zong J, Wang S.","Nutr Metab (Lond). 2020 Mar 30;17:27. doi: 10.1186/s12986-020-00442-2. eCollection 2020.","Wang W","Nutr Metab (Lond)","2020","2020/04/08","PMC7106597","","10.1186/s12986-020-00442-2"
"32204480","Commensal Neisseria Are Shared between Sexual Partners: Implications for Gonococcal and Meningococcal Antimicrobial Resistance","Van Dijck C, Laumen JGE, Manoharan-Basil SS, Kenyon C.","Pathogens. 2020 Mar 19;9(3):228. doi: 10.3390/pathogens9030228.","Van Dijck C","Pathogens","2020","2020/03/25","PMC7157722","","10.3390/pathogens9030228"
"31851320","A Health-Conscious Food Pattern Is Associated with Prediabetes and Gut Microbiota in the Malmö Offspring Study","Ericson U, Brunkwall L, Hellstrand S, Nilsson PM, Orho-Melander M.","J Nutr. 2020 Apr 1;150(4):861-872. doi: 10.1093/jn/nxz293.","Ericson U","J Nutr","2020","2019/12/19","PMC7138670","","10.1093/jn/nxz293"
"31491976","Predictors of Obesity among Gut Microbiota Biomarkers in African American Men with and without Diabetes","Barengolts E, Green SJ, Chlipala GE, Layden BT, Eisenberg Y, Priyadarshini M, Dugas LR.","Microorganisms. 2019 Sep 5;7(9):320. doi: 10.3390/microorganisms7090320.","Barengolts E","Microorganisms","2019","2019/09/08","PMC6780321","","10.3390/microorganisms7090320"
"29619036","Long-Term Irrigation Affects the Dynamics and Activity of the Wheat Rhizosphere Microbiome","Mavrodi DV, Mavrodi OV, Elbourne LDH, Tetu S, Bonsall RF, Parejko J, Yang M, Paulsen IT, Weller DM, Thomashow LS.","Front Plant Sci. 2018 Mar 21;9:345. doi: 10.3389/fpls.2018.00345. eCollection 2018.","Mavrodi DV","Front Plant Sci","2018","2018/04/06","PMC5871930","","10.3389/fpls.2018.00345"
"30759441","Maternal Influence and Murine Housing Confound Impact of NLRP1 Inflammasome on Microbiome Composition","Ringel-Scaia VM, Qin Y, Thomas CA, Huie KE, McDaniel DK, Eden K, Wade PA, Allen IC.","J Innate Immun. 2019;11(5):416-431. doi: 10.1159/000495850. Epub 2019 Feb 13.","Ringel-Scaia VM","J Innate Immun","2019","2019/02/14","PMC6738257","","10.1159/000495850"
"31496126","Longitudinal development of the gut microbiota in healthy and diarrheic piglets induced by age-related dietary changes","Yang Q, Huang X, Wang P, Yan Z, Sun W, Zhao S, Gun S.","Microbiologyopen. 2019 Dec;8(12):e923. doi: 10.1002/mbo3.923. Epub 2019 Sep 9.","Yang Q","Microbiologyopen","2019","2019/09/10","PMC6925166","","10.1002/mbo3.923"
"30848054","Characterizing the microbiota in gastrointestinal tract segments of Rhabdophis subminiatus: Dynamic changes and functional predictions","Tang W, Zhu G, Shi Q, Yang S, Ma T, Mishra SK, Wen A, Xu H, Wang Q, Jiang Y, Wu J, Xie M, Yao Y, Li D.","Microbiologyopen. 2019 Mar 7;8(7):e789. doi: 10.1002/mbo3.789. Online ahead of print.","Tang W","Microbiologyopen","2019","2019/03/09","PMC6612554","","10.1002/mbo3.789"
"30841591","Correlations of the Gastric and Duodenal Microbiota with Histological, Endoscopic, and Symptomatic Gastritis","Han HS, Lee SY, Oh SY, Moon HW, Cho H, Kim JH.","J Clin Med. 2019 Mar 5;8(3):312. doi: 10.3390/jcm8030312.","Han HS","J Clin Med","2019","2019/03/08","PMC6462939","","10.3390/jcm8030312"
"31455798","Network construction of gastric microbiome and organization of microbial modules associated with gastric carcinogenesis","Park CH, Lee JG, Lee AR, Eun CS, Han DS.","Sci Rep. 2019 Aug 27;9(1):12444. doi: 10.1038/s41598-019-48925-4.","Park CH","Sci Rep","2019","2019/08/29","PMC6712011","","10.1038/s41598-019-48925-4"
"31537994","Rapid analysis of bacterial composition in prosthetic joint infection by 16S rRNA metagenomic sequencing","Chen MF, Chang CH, Chiang-Ni C, Hsieh PH, Shih HN, Ueng SWN, Chang Y.","Bone Joint Res. 2019 Sep 3;8(8):367-377. doi: 10.1302/2046-3758.88.BJR-2019-0003.R2. eCollection 2019 Aug.","Chen MF","Bone Joint Res","2019","2019/09/21","PMC6719533","","10.1302/2046-3758.88.BJR-2019-0003.R2"
